agency_cd,site_no,date,daily_mean_cfs
USGS,9380000,1936-05-31,64200
USGS,9380000,1936-06-01,63000
USGS,9380000,1936-06-02,66500
USGS,9380000,1936-06-03,67900
USGS,9380000,1936-06-04,67500
USGS,9380000,1936-06-05,62800
USGS,9380000,1936-06-06,57000
USGS,9380000,1936-06-07,52300
USGS,9380000,1936-06-08,48000
USGS,9380000,1936-06-09,45700
USGS,9380000,1936-06-10,42500
USGS,9380000,1936-06-11,45400
USGS,9380000,1936-06-12,47400
USGS,9380000,1936-06-13,47600
USGS,9380000,1936-06-14,46900
USGS,9380000,1936-06-15,46200
USGS,9380000,1936-06-16,45000
USGS,9380000,1936-06-17,44000
USGS,9380000,1936-06-18,42200
USGS,9380000,1936-06-19,41600
USGS,9380000,1936-06-20,39700
USGS,9380000,1936-06-21,38100
USGS,9380000,1936-06-22,37100
USGS,9380000,1936-06-23,35400
USGS,9380000,1936-06-24,33300
USGS,9380000,1936-06-25,31900
USGS,9380000,1936-06-26,31000
USGS,9380000,1936-06-27,29500
USGS,9380000,1936-06-28,27900
USGS,9380000,1936-06-29,26500
USGS,9380000,1936-06-30,25400
USGS,9380000,1936-07-01,24900
USGS,9380000,1936-07-02,23500
USGS,9380000,1936-07-03,22600
USGS,9380000,1936-07-04,21500
USGS,9380000,1936-07-05,19900
USGS,9380000,1936-07-06,18100
USGS,9380000,1936-07-07,17000
USGS,9380000,1936-07-08,15900
USGS,9380000,1936-07-09,14800
USGS,9380000,1936-07-10,14000
USGS,9380000,1936-07-11,14000
USGS,9380000,1936-07-12,23800
USGS,9380000,1936-07-13,32100
USGS,9380000,1936-07-14,23900
USGS,9380000,1936-07-15,18100
USGS,9380000,1936-07-16,16700
USGS,9380000,1936-07-17,16400
USGS,9380000,1936-07-18,14800
USGS,9380000,1936-07-19,13500
USGS,9380000,1936-07-20,13600
USGS,9380000,1936-07-21,14800
USGS,9380000,1936-07-22,14200
USGS,9380000,1936-07-23,13900
USGS,9380000,1936-07-24,13000
USGS,9380000,1936-07-25,12000
USGS,9380000,1936-07-26,10900
USGS,9380000,1936-07-27,10100
USGS,9380000,1936-07-28,9970
USGS,9380000,1936-07-29,10400
USGS,9380000,1936-07-30,8640
USGS,9380000,1936-07-31,8750
USGS,9380000,1936-08-01,9310
USGS,9380000,1936-08-02,8900
USGS,9380000,1936-08-03,9080
USGS,9380000,1936-08-04,11300
USGS,9380000,1936-08-05,13700
USGS,9380000,1936-08-06,20200
USGS,9380000,1936-08-07,25800
USGS,9380000,1936-08-08,23100
USGS,9380000,1936-08-09,27200
USGS,9380000,1936-08-10,25100
USGS,9380000,1936-08-11,21700
USGS,9380000,1936-08-12,19100
USGS,9380000,1936-08-13,17200
USGS,9380000,1936-08-14,15200
USGS,9380000,1936-08-15,13500
USGS,9380000,1936-08-16,12600
USGS,9380000,1936-08-17,12600
USGS,9380000,1936-08-18,12000
USGS,9380000,1936-08-19,11900
USGS,9380000,1936-08-20,11500
USGS,9380000,1936-08-21,10600
USGS,9380000,1936-08-22,10800
USGS,9380000,1936-08-23,14500
USGS,9380000,1936-08-24,12700
USGS,9380000,1936-08-25,11200
USGS,9380000,1936-08-26,10700
USGS,9380000,1936-08-27,9660
USGS,9380000,1936-08-28,8930
USGS,9380000,1936-08-29,7750
USGS,9380000,1936-08-30,7200
USGS,9380000,1936-08-31,10700
USGS,9380000,1936-09-01,14200
USGS,9380000,1936-09-02,18400
USGS,9380000,1936-09-03,16500
USGS,9380000,1936-09-04,15200
USGS,9380000,1936-09-05,14400
USGS,9380000,1936-09-06,12900
USGS,9380000,1936-09-07,12800
USGS,9380000,1936-09-08,10900
USGS,9380000,1936-09-09,10000
USGS,9380000,1936-09-10,9470
USGS,9380000,1936-09-11,8710
USGS,9380000,1936-09-12,7920
USGS,9380000,1936-09-13,8200
USGS,9380000,1936-09-14,7920
USGS,9380000,1936-09-15,7780
USGS,9380000,1936-09-16,7440
USGS,9380000,1936-09-17,7340
USGS,9380000,1936-09-18,7580
USGS,9380000,1936-09-19,7300
USGS,9380000,1936-09-20,6520
USGS,9380000,1936-09-21,6360
USGS,9380000,1936-09-22,6610
USGS,9380000,1936-09-23,6390
USGS,9380000,1936-09-24,6840
USGS,9380000,1936-09-25,7370
USGS,9380000,1936-09-26,6580
USGS,9380000,1936-09-27,6140
USGS,9380000,1936-09-28,5420
USGS,9380000,1936-09-29,4890
USGS,9380000,1936-09-30,4780
USGS,9380000,1936-10-01,4870
USGS,9380000,1936-10-02,4650
USGS,9380000,1936-10-03,4720
USGS,9380000,1936-10-04,4820
USGS,9380000,1936-10-05,4740
USGS,9380000,1936-10-06,4900
USGS,9380000,1936-10-07,5150
USGS,9380000,1936-10-08,5260
USGS,9380000,1936-10-09,5200
USGS,9380000,1936-10-10,5340
USGS,9380000,1936-10-11,5560
USGS,9380000,1936-10-12,5420
USGS,9380000,1936-10-13,5390
USGS,9380000,1936-10-14,5390
USGS,9380000,1936-10-15,5390
USGS,9380000,1936-10-16,5360
USGS,9380000,1936-10-17,5340
USGS,9380000,1936-10-18,5130
USGS,9380000,1936-10-19,5070
USGS,9380000,1936-10-20,5280
USGS,9380000,1936-10-21,5530
USGS,9380000,1936-10-22,5530
USGS,9380000,1936-10-23,6280
USGS,9380000,1936-10-24,6840
USGS,9380000,1936-10-25,7150
USGS,9380000,1936-10-26,7020
USGS,9380000,1936-10-27,6770
USGS,9380000,1936-10-28,6770
USGS,9380000,1936-10-29,6520
USGS,9380000,1936-10-30,6430
USGS,9380000,1936-10-31,6960
USGS,9380000,1936-11-01,9450
USGS,9380000,1936-11-02,9710
USGS,9380000,1936-11-03,9390
USGS,9380000,1936-11-04,9240
USGS,9380000,1936-11-05,8810
USGS,9380000,1936-11-06,8520
USGS,9380000,1936-11-07,8050
USGS,9380000,1936-11-08,7710
USGS,9380000,1936-11-09,7310
USGS,9380000,1936-11-10,6900
USGS,9380000,1936-11-11,6900
USGS,9380000,1936-11-12,7120
USGS,9380000,1936-11-13,7280
USGS,9380000,1936-11-14,7120
USGS,9380000,1936-11-15,7090
USGS,9380000,1936-11-16,6930
USGS,9380000,1936-11-17,6930
USGS,9380000,1936-11-18,6930
USGS,9380000,1936-11-19,6840
USGS,9380000,1936-11-20,6650
USGS,9380000,1936-11-21,6710
USGS,9380000,1936-11-22,7020
USGS,9380000,1936-11-23,7020
USGS,9380000,1936-11-24,6960
USGS,9380000,1936-11-25,6870
USGS,9380000,1936-11-26,6800
USGS,9380000,1936-11-27,6710
USGS,9380000,1936-11-28,6710
USGS,9380000,1936-11-29,6620
USGS,9380000,1936-11-30,6310
USGS,9380000,1936-12-01,6190
USGS,9380000,1936-12-02,6070
USGS,9380000,1936-12-03,5950
USGS,9380000,1936-12-04,5720
USGS,9380000,1936-12-05,5530
USGS,9380000,1936-12-06,5470
USGS,9380000,1936-12-07,5280
USGS,9380000,1936-12-08,5130
USGS,9380000,1936-12-09,4940
USGS,9380000,1936-12-10,4820
USGS,9380000,1936-12-11,4650
USGS,9380000,1936-12-12,4380
USGS,9380000,1936-12-13,4170
USGS,9380000,1936-12-14,3990
USGS,9380000,1936-12-15,3830
USGS,9380000,1936-12-16,3750
USGS,9380000,1936-12-17,3810
USGS,9380000,1936-12-18,4170
USGS,9380000,1936-12-19,4670
USGS,9380000,1936-12-20,4970
USGS,9380000,1936-12-21,5180
USGS,9380000,1936-12-22,5280
USGS,9380000,1936-12-23,5310
USGS,9380000,1936-12-24,5500
USGS,9380000,1936-12-25,5530
USGS,9380000,1936-12-26,5360
USGS,9380000,1936-12-27,5310
USGS,9380000,1936-12-28,5720
USGS,9380000,1936-12-29,6400
USGS,9380000,1936-12-30,5810
USGS,9380000,1936-12-31,5580
USGS,9380000,1937-01-01,5670
USGS,9380000,1937-01-02,5420
USGS,9380000,1937-01-03,5050
USGS,9380000,1937-01-04,4740
USGS,9380000,1937-01-05,4220
USGS,9380000,1937-01-06,3460
USGS,9380000,1937-01-07,3180
USGS,9380000,1937-01-08,3160
USGS,9380000,1937-01-09,2660
USGS,9380000,1937-01-10,2540
USGS,9380000,1937-01-11,2350
USGS,9380000,1937-01-12,1560
USGS,9380000,1937-01-13,2000
USGS,9380000,1937-01-14,3000
USGS,9380000,1937-01-15,2790
USGS,9380000,1937-01-16,2340
USGS,9380000,1937-01-17,2590
USGS,9380000,1937-01-18,3060
USGS,9380000,1937-01-19,3600
USGS,9380000,1937-01-20,3600
USGS,9380000,1937-01-21,3500
USGS,9380000,1937-01-22,3220
USGS,9380000,1937-01-23,2730
USGS,9380000,1937-01-24,2590
USGS,9380000,1937-01-25,2250
USGS,9380000,1937-01-26,2250
USGS,9380000,1937-01-27,2600
USGS,9380000,1937-01-28,2770
USGS,9380000,1937-01-29,2960
USGS,9380000,1937-01-30,3360
USGS,9380000,1937-01-31,4240
USGS,9380000,1937-02-01,4340
USGS,9380000,1937-02-02,4460
USGS,9380000,1937-02-03,4550
USGS,9380000,1937-02-04,4580
USGS,9380000,1937-02-05,4670
USGS,9380000,1937-02-06,4970
USGS,9380000,1937-02-07,6330
USGS,9380000,1937-02-08,9940
USGS,9380000,1937-02-09,8260
USGS,9380000,1937-02-10,8700
USGS,9380000,1937-02-11,7310
USGS,9380000,1937-02-12,7020
USGS,9380000,1937-02-13,7210
USGS,9380000,1937-02-14,7710
USGS,9380000,1937-02-15,7090
USGS,9380000,1937-02-16,10000
USGS,9380000,1937-02-17,9550
USGS,9380000,1937-02-18,10800
USGS,9380000,1937-02-19,10600
USGS,9380000,1937-02-20,9120
USGS,9380000,1937-02-21,9280
USGS,9380000,1937-02-22,8260
USGS,9380000,1937-02-23,7440
USGS,9380000,1937-02-24,7150
USGS,9380000,1937-02-25,6900
USGS,9380000,1937-02-26,6650
USGS,9380000,1937-02-27,6900
USGS,9380000,1937-02-28,7090
USGS,9380000,1937-03-01,7180
USGS,9380000,1937-03-02,7340
USGS,9380000,1937-03-03,7340
USGS,9380000,1937-03-04,7250
USGS,9380000,1937-03-05,7150
USGS,9380000,1937-03-06,7180
USGS,9380000,1937-03-07,7180
USGS,9380000,1937-03-08,7210
USGS,9380000,1937-03-09,7380
USGS,9380000,1937-03-10,7540
USGS,9380000,1937-03-11,7950
USGS,9380000,1937-03-12,8220
USGS,9380000,1937-03-13,8780
USGS,9380000,1937-03-14,9470
USGS,9380000,1937-03-15,10200
USGS,9380000,1937-03-16,11400
USGS,9380000,1937-03-17,11800
USGS,9380000,1937-03-18,12600
USGS,9380000,1937-03-19,14400
USGS,9380000,1937-03-20,19200
USGS,9380000,1937-03-21,17900
USGS,9380000,1937-03-22,17800
USGS,9380000,1937-03-23,17300
USGS,9380000,1937-03-24,16500
USGS,9380000,1937-03-25,16600
USGS,9380000,1937-03-26,16000
USGS,9380000,1937-03-27,14200
USGS,9380000,1937-03-28,13400
USGS,9380000,1937-03-29,12400
USGS,9380000,1937-03-30,11600
USGS,9380000,1937-03-31,11500
USGS,9380000,1937-04-01,10900
USGS,9380000,1937-04-02,10100
USGS,9380000,1937-04-03,9910
USGS,9380000,1937-04-04,12000
USGS,9380000,1937-04-05,13000
USGS,9380000,1937-04-06,12400
USGS,9380000,1937-04-07,11700
USGS,9380000,1937-04-08,11900
USGS,9380000,1937-04-09,12700
USGS,9380000,1937-04-10,12900
USGS,9380000,1937-04-11,14500
USGS,9380000,1937-04-12,16700
USGS,9380000,1937-04-13,17800
USGS,9380000,1937-04-14,19500
USGS,9380000,1937-04-15,21200
USGS,9380000,1937-04-16,23600
USGS,9380000,1937-04-17,28200
USGS,9380000,1937-04-18,37700
USGS,9380000,1937-04-19,44800
USGS,9380000,1937-04-20,41200
USGS,9380000,1937-04-21,41700
USGS,9380000,1937-04-22,43000
USGS,9380000,1937-04-23,40600
USGS,9380000,1937-04-24,39500
USGS,9380000,1937-04-25,42700
USGS,9380000,1937-04-26,39200
USGS,9380000,1937-04-27,33200
USGS,9380000,1937-04-28,31100
USGS,9380000,1937-04-29,32600
USGS,9380000,1937-04-30,36200
USGS,9380000,1937-05-01,34200
USGS,9380000,1937-05-02,29400
USGS,9380000,1937-05-03,26200
USGS,9380000,1937-05-04,25700
USGS,9380000,1937-05-05,28100
USGS,9380000,1937-05-06,33800
USGS,9380000,1937-05-07,39200
USGS,9380000,1937-05-08,43200
USGS,9380000,1937-05-09,43100
USGS,9380000,1937-05-10,46300
USGS,9380000,1937-05-11,52100
USGS,9380000,1937-05-12,60900
USGS,9380000,1937-05-13,66900
USGS,9380000,1937-05-14,70900
USGS,9380000,1937-05-15,69400
USGS,9380000,1937-05-16,71100
USGS,9380000,1937-05-17,73400
USGS,9380000,1937-05-18,77500
USGS,9380000,1937-05-19,81000
USGS,9380000,1937-05-20,82000
USGS,9380000,1937-05-21,81300
USGS,9380000,1937-05-22,75700
USGS,9380000,1937-05-23,71800
USGS,9380000,1937-05-24,69500
USGS,9380000,1937-05-25,68300
USGS,9380000,1937-05-26,64800
USGS,9380000,1937-05-27,61700
USGS,9380000,1937-05-28,57000
USGS,9380000,1937-05-29,51400
USGS,9380000,1937-05-30,47400
USGS,9380000,1937-05-31,48700
USGS,9380000,1937-06-01,55400
USGS,9380000,1937-06-02,65700
USGS,9380000,1937-06-03,60900
USGS,9380000,1937-06-04,56800
USGS,9380000,1937-06-05,54500
USGS,9380000,1937-06-06,54500
USGS,9380000,1937-06-07,53200
USGS,9380000,1937-06-08,49100
USGS,9380000,1937-06-09,44500
USGS,9380000,1937-06-10,40500
USGS,9380000,1937-06-11,37500
USGS,9380000,1937-06-12,35000
USGS,9380000,1937-06-13,32800
USGS,9380000,1937-06-14,32200
USGS,9380000,1937-06-15,31900
USGS,9380000,1937-06-16,33900
USGS,9380000,1937-06-17,33700
USGS,9380000,1937-06-18,32300
USGS,9380000,1937-06-19,30300
USGS,9380000,1937-06-20,30900
USGS,9380000,1937-06-21,32400
USGS,9380000,1937-06-22,33200
USGS,9380000,1937-06-23,33700
USGS,9380000,1937-06-24,33300
USGS,9380000,1937-06-25,32900
USGS,9380000,1937-06-26,32500
USGS,9380000,1937-06-27,32800
USGS,9380000,1937-06-28,29300
USGS,9380000,1937-06-29,29200
USGS,9380000,1937-06-30,30900
USGS,9380000,1937-07-01,29500
USGS,9380000,1937-07-02,27800
USGS,9380000,1937-07-03,26000
USGS,9380000,1937-07-04,24100
USGS,9380000,1937-07-05,22200
USGS,9380000,1937-07-06,20800
USGS,9380000,1937-07-07,19600
USGS,9380000,1937-07-08,17600
USGS,9380000,1937-07-09,17800
USGS,9380000,1937-07-10,17700
USGS,9380000,1937-07-11,18300
USGS,9380000,1937-07-12,23700
USGS,9380000,1937-07-13,26200
USGS,9380000,1937-07-14,28100
USGS,9380000,1937-07-15,31500
USGS,9380000,1937-07-16,31800
USGS,9380000,1937-07-17,31800
USGS,9380000,1937-07-18,32800
USGS,9380000,1937-07-19,30300
USGS,9380000,1937-07-20,26600
USGS,9380000,1937-07-21,23000
USGS,9380000,1937-07-22,19700
USGS,9380000,1937-07-23,17600
USGS,9380000,1937-07-24,15400
USGS,9380000,1937-07-25,13900
USGS,9380000,1937-07-26,12300
USGS,9380000,1937-07-27,11600
USGS,9380000,1937-07-28,11100
USGS,9380000,1937-07-29,11100
USGS,9380000,1937-07-30,12000
USGS,9380000,1937-07-31,13200
USGS,9380000,1937-08-01,11900
USGS,9380000,1937-08-02,11200
USGS,9380000,1937-08-03,10600
USGS,9380000,1937-08-04,9870
USGS,9380000,1937-08-05,9990
USGS,9380000,1937-08-06,9390
USGS,9380000,1937-08-07,9240
USGS,9380000,1937-08-08,8190
USGS,9380000,1937-08-09,7670
USGS,9380000,1937-08-10,7120
USGS,9380000,1937-08-11,6870
USGS,9380000,1937-08-12,7150
USGS,9380000,1937-08-13,7050
USGS,9380000,1937-08-14,6340
USGS,9380000,1937-08-15,5610
USGS,9380000,1937-08-16,5260
USGS,9380000,1937-08-17,4900
USGS,9380000,1937-08-18,4620
USGS,9380000,1937-08-19,4620
USGS,9380000,1937-08-20,4360
USGS,9380000,1937-08-21,4030
USGS,9380000,1937-08-22,4080
USGS,9380000,1937-08-23,4840
USGS,9380000,1937-08-24,4460
USGS,9380000,1937-08-25,4190
USGS,9380000,1937-08-26,4170
USGS,9380000,1937-08-27,4150
USGS,9380000,1937-08-28,4240
USGS,9380000,1937-08-29,3920
USGS,9380000,1937-08-30,4010
USGS,9380000,1937-08-31,7730
USGS,9380000,1937-09-01,9710
USGS,9380000,1937-09-02,12200
USGS,9380000,1937-09-03,13200
USGS,9380000,1937-09-04,13300
USGS,9380000,1937-09-05,12500
USGS,9380000,1937-09-06,10600
USGS,9380000,1937-09-07,9010
USGS,9380000,1937-09-08,8120
USGS,9380000,1937-09-09,7640
USGS,9380000,1937-09-10,7280
USGS,9380000,1937-09-11,6770
USGS,9380000,1937-09-12,6770
USGS,9380000,1937-09-13,6990
USGS,9380000,1937-09-14,6650
USGS,9380000,1937-09-15,5900
USGS,9380000,1937-09-16,5420
USGS,9380000,1937-09-17,5130
USGS,9380000,1937-09-18,4800
USGS,9380000,1937-09-19,4460
USGS,9380000,1937-09-20,4120
USGS,9380000,1937-09-21,4030
USGS,9380000,1937-09-22,3830
USGS,9380000,1937-09-23,4030
USGS,9380000,1937-09-24,3700
USGS,9380000,1937-09-25,4030
USGS,9380000,1937-09-26,3830
USGS,9380000,1937-09-27,3590
USGS,9380000,1937-09-28,3790
USGS,9380000,1937-09-29,4620
USGS,9380000,1937-09-30,7390
USGS,9380000,1937-10-01,15000
USGS,9380000,1937-10-02,22600
USGS,9380000,1937-10-03,10700
USGS,9380000,1937-10-04,7640
USGS,9380000,1937-10-05,6370
USGS,9380000,1937-10-06,5780
USGS,9380000,1937-10-07,5500
USGS,9380000,1937-10-08,5360
USGS,9380000,1937-10-09,5420
USGS,9380000,1937-10-10,5450
USGS,9380000,1937-10-11,5280
USGS,9380000,1937-10-12,4940
USGS,9380000,1937-10-13,4770
USGS,9380000,1937-10-14,4770
USGS,9380000,1937-10-15,4800
USGS,9380000,1937-10-16,4820
USGS,9380000,1937-10-17,4900
USGS,9380000,1937-10-18,5420
USGS,9380000,1937-10-19,7740
USGS,9380000,1937-10-20,9160
USGS,9380000,1937-10-21,8080
USGS,9380000,1937-10-22,7570
USGS,9380000,1937-10-23,7780
USGS,9380000,1937-10-24,7670
USGS,9380000,1937-10-25,7780
USGS,9380000,1937-10-26,7740
USGS,9380000,1937-10-27,7250
USGS,9380000,1937-10-28,6930
USGS,9380000,1937-10-29,6990
USGS,9380000,1937-10-30,7050
USGS,9380000,1937-10-31,6840
USGS,9380000,1937-11-01,6770
USGS,9380000,1937-11-02,6520
USGS,9380000,1937-11-03,6520
USGS,9380000,1937-11-04,6490
USGS,9380000,1937-11-05,6160
USGS,9380000,1937-11-06,6160
USGS,9380000,1937-11-07,6250
USGS,9380000,1937-11-08,6250
USGS,9380000,1937-11-09,6280
USGS,9380000,1937-11-10,6430
USGS,9380000,1937-11-11,6680
USGS,9380000,1937-11-12,7210
USGS,9380000,1937-11-13,7020
USGS,9380000,1937-11-14,6620
USGS,9380000,1937-11-15,6400
USGS,9380000,1937-11-16,6340
USGS,9380000,1937-11-17,6340
USGS,9380000,1937-11-18,6220
USGS,9380000,1937-11-19,6100
USGS,9380000,1937-11-20,5920
USGS,9380000,1937-11-21,5870
USGS,9380000,1937-11-22,6040
USGS,9380000,1937-11-23,6100
USGS,9380000,1937-11-24,6100
USGS,9380000,1937-11-25,5980
USGS,9380000,1937-11-26,5980
USGS,9380000,1937-11-27,6100
USGS,9380000,1937-11-28,6340
USGS,9380000,1937-11-29,6340
USGS,9380000,1937-11-30,6250
USGS,9380000,1937-12-01,6130
USGS,9380000,1937-12-02,5950
USGS,9380000,1937-12-03,5920
USGS,9380000,1937-12-04,5840
USGS,9380000,1937-12-05,5840
USGS,9380000,1937-12-06,5900
USGS,9380000,1937-12-07,5780
USGS,9380000,1937-12-08,5840
USGS,9380000,1937-12-09,5900
USGS,9380000,1937-12-10,6130
USGS,9380000,1937-12-11,6040
USGS,9380000,1937-12-12,5900
USGS,9380000,1937-12-13,7880
USGS,9380000,1937-12-14,7050
USGS,9380000,1937-12-15,6680
USGS,9380000,1937-12-16,6930
USGS,9380000,1937-12-17,8300
USGS,9380000,1937-12-18,8120
USGS,9380000,1937-12-19,7600
USGS,9380000,1937-12-20,7500
USGS,9380000,1937-12-21,7200
USGS,9380000,1937-12-22,6700
USGS,9380000,1937-12-23,6300
USGS,9380000,1937-12-24,6100
USGS,9380000,1937-12-25,5800
USGS,9380000,1937-12-26,5450
USGS,9380000,1937-12-27,5100
USGS,9380000,1937-12-28,4840
USGS,9380000,1937-12-29,4720
USGS,9380000,1937-12-30,4720
USGS,9380000,1937-12-31,4700
USGS,9380000,1938-01-01,4740
USGS,9380000,1938-01-02,4580
USGS,9380000,1938-01-03,4380
USGS,9380000,1938-01-04,4260
USGS,9380000,1938-01-05,4380
USGS,9380000,1938-01-06,4770
USGS,9380000,1938-01-07,4920
USGS,9380000,1938-01-08,5200
USGS,9380000,1938-01-09,5390
USGS,9380000,1938-01-10,5340
USGS,9380000,1938-01-11,4940
USGS,9380000,1938-01-12,4550
USGS,9380000,1938-01-13,4220
USGS,9380000,1938-01-14,4190
USGS,9380000,1938-01-15,4290
USGS,9380000,1938-01-16,4580
USGS,9380000,1938-01-17,4870
USGS,9380000,1938-01-18,5150
USGS,9380000,1938-01-19,5560
USGS,9380000,1938-01-20,6220
USGS,9380000,1938-01-21,7050
USGS,9380000,1938-01-22,6840
USGS,9380000,1938-01-23,6490
USGS,9380000,1938-01-24,6490
USGS,9380000,1938-01-25,6220
USGS,9380000,1938-01-26,5840
USGS,9380000,1938-01-27,5500
USGS,9380000,1938-01-28,5150
USGS,9380000,1938-01-29,4770
USGS,9380000,1938-01-30,4460
USGS,9380000,1938-01-31,4670
USGS,9380000,1938-02-01,5070
USGS,9380000,1938-02-02,5260
USGS,9380000,1938-02-03,5130
USGS,9380000,1938-02-04,5310
USGS,9380000,1938-02-05,5610
USGS,9380000,1938-02-06,5750
USGS,9380000,1938-02-07,5840
USGS,9380000,1938-02-08,5950
USGS,9380000,1938-02-09,6040
USGS,9380000,1938-02-10,5920
USGS,9380000,1938-02-11,5810
USGS,9380000,1938-02-12,5610
USGS,9380000,1938-02-13,5980
USGS,9380000,1938-02-14,7310
USGS,9380000,1938-02-15,7440
USGS,9380000,1938-02-16,7980
USGS,9380000,1938-02-17,8160
USGS,9380000,1938-02-18,7810
USGS,9380000,1938-02-19,7500
USGS,9380000,1938-02-20,7200
USGS,9380000,1938-02-21,6900
USGS,9380000,1938-02-22,6500
USGS,9380000,1938-02-23,6070
USGS,9380000,1938-02-24,5780
USGS,9380000,1938-02-25,5530
USGS,9380000,1938-02-26,5390
USGS,9380000,1938-02-27,5670
USGS,9380000,1938-02-28,6010
USGS,9380000,1938-03-01,6370
USGS,9380000,1938-03-02,7150
USGS,9380000,1938-03-03,11600
USGS,9380000,1938-03-04,18600
USGS,9380000,1938-03-05,19800
USGS,9380000,1938-03-06,20500
USGS,9380000,1938-03-07,19800
USGS,9380000,1938-03-08,17400
USGS,9380000,1938-03-09,15700
USGS,9380000,1938-03-10,13600
USGS,9380000,1938-03-11,12100
USGS,9380000,1938-03-12,10700
USGS,9380000,1938-03-13,10700
USGS,9380000,1938-03-14,11400
USGS,9380000,1938-03-15,10100
USGS,9380000,1938-03-16,10500
USGS,9380000,1938-03-17,11000
USGS,9380000,1938-03-18,10500
USGS,9380000,1938-03-19,10100
USGS,9380000,1938-03-20,10500
USGS,9380000,1938-03-21,11200
USGS,9380000,1938-03-22,11400
USGS,9380000,1938-03-23,10700
USGS,9380000,1938-03-24,11000
USGS,9380000,1938-03-25,11000
USGS,9380000,1938-03-26,10700
USGS,9380000,1938-03-27,11400
USGS,9380000,1938-03-28,13600
USGS,9380000,1938-03-29,15700
USGS,9380000,1938-03-30,15700
USGS,9380000,1938-03-31,15100
USGS,9380000,1938-04-01,14100
USGS,9380000,1938-04-02,12300
USGS,9380000,1938-04-03,11200
USGS,9380000,1938-04-04,10100
USGS,9380000,1938-04-05,9280
USGS,9380000,1938-04-06,8890
USGS,9380000,1938-04-07,9280
USGS,9380000,1938-04-08,10100
USGS,9380000,1938-04-09,10300
USGS,9380000,1938-04-10,11000
USGS,9380000,1938-04-11,11400
USGS,9380000,1938-04-12,10700
USGS,9380000,1938-04-13,10500
USGS,9380000,1938-04-14,11900
USGS,9380000,1938-04-15,16200
USGS,9380000,1938-04-16,19800
USGS,9380000,1938-04-17,21800
USGS,9380000,1938-04-18,19800
USGS,9380000,1938-04-19,18000
USGS,9380000,1938-04-20,21100
USGS,9380000,1938-04-21,31400
USGS,9380000,1938-04-22,42300
USGS,9380000,1938-04-23,46500
USGS,9380000,1938-04-24,53000
USGS,9380000,1938-04-25,57600
USGS,9380000,1938-04-26,61100
USGS,9380000,1938-04-27,64500
USGS,9380000,1938-04-28,65700
USGS,9380000,1938-04-29,64500
USGS,9380000,1938-04-30,57600
USGS,9380000,1938-05-01,59900
USGS,9380000,1938-05-02,64500
USGS,9380000,1938-05-03,69000
USGS,9380000,1938-05-04,69000
USGS,9380000,1938-05-05,61100
USGS,9380000,1938-05-06,56400
USGS,9380000,1938-05-07,50800
USGS,9380000,1938-05-08,44400
USGS,9380000,1938-05-09,40300
USGS,9380000,1938-05-10,36600
USGS,9380000,1938-05-11,32200
USGS,9380000,1938-05-12,29800
USGS,9380000,1938-05-13,26700
USGS,9380000,1938-05-14,26000
USGS,9380000,1938-05-15,28200
USGS,9380000,1938-05-16,30600
USGS,9380000,1938-05-17,45400
USGS,9380000,1938-05-18,61100
USGS,9380000,1938-05-19,66800
USGS,9380000,1938-05-20,69000
USGS,9380000,1938-05-21,70200
USGS,9380000,1938-05-22,71300
USGS,9380000,1938-05-23,67900
USGS,9380000,1938-05-24,66800
USGS,9380000,1938-05-25,62200
USGS,9380000,1938-05-26,58700
USGS,9380000,1938-05-27,56400
USGS,9380000,1938-05-28,56400
USGS,9380000,1938-05-29,62200
USGS,9380000,1938-05-30,71300
USGS,9380000,1938-05-31,80700
USGS,9380000,1938-06-01,88600
USGS,9380000,1938-06-02,95900
USGS,9380000,1938-06-03,93800
USGS,9380000,1938-06-04,91700
USGS,9380000,1938-06-05,91700
USGS,9380000,1938-06-06,97000
USGS,9380000,1938-06-07,100000
USGS,9380000,1938-06-08,99200
USGS,9380000,1938-06-09,98100
USGS,9380000,1938-06-10,91700
USGS,9380000,1938-06-11,84700
USGS,9380000,1938-06-12,81700
USGS,9380000,1938-06-13,78700
USGS,9380000,1938-06-14,74500
USGS,9380000,1938-06-15,73400
USGS,9380000,1938-06-16,79700
USGS,9380000,1938-06-17,76600
USGS,9380000,1938-06-18,70200
USGS,9380000,1938-06-19,65700
USGS,9380000,1938-06-20,63400
USGS,9380000,1938-06-21,62200
USGS,9380000,1938-06-22,58700
USGS,9380000,1938-06-23,61100
USGS,9380000,1938-06-24,66800
USGS,9380000,1938-06-25,73400
USGS,9380000,1938-06-26,73400
USGS,9380000,1938-06-27,67900
USGS,9380000,1938-06-28,61100
USGS,9380000,1938-06-29,66800
USGS,9380000,1938-06-30,64500
USGS,9380000,1938-07-01,59900
USGS,9380000,1938-07-02,64500
USGS,9380000,1938-07-03,63400
USGS,9380000,1938-07-04,54200
USGS,9380000,1938-07-05,47500
USGS,9380000,1938-07-06,45400
USGS,9380000,1938-07-07,42300
USGS,9380000,1938-07-08,38400
USGS,9380000,1938-07-09,35700
USGS,9380000,1938-07-10,33100
USGS,9380000,1938-07-11,29800
USGS,9380000,1938-07-12,26700
USGS,9380000,1938-07-13,24500
USGS,9380000,1938-07-14,23800
USGS,9380000,1938-07-15,21800
