agency_cd,site_no,date,daily_mean_cfs
USGS,9380000,1938-07-16,21100
USGS,9380000,1938-07-17,20500
USGS,9380000,1938-07-18,20500
USGS,9380000,1938-07-19,19800
USGS,9380000,1938-07-20,19200
USGS,9380000,1938-07-21,18000
USGS,9380000,1938-07-22,16200
USGS,9380000,1938-07-23,15700
USGS,9380000,1938-07-24,15700
USGS,9380000,1938-07-25,14600
USGS,9380000,1938-07-26,14100
USGS,9380000,1938-07-27,13600
USGS,9380000,1938-07-28,12600
USGS,9380000,1938-07-29,11900
USGS,9380000,1938-07-30,11900
USGS,9380000,1938-07-31,11600
USGS,9380000,1938-08-01,11000
USGS,9380000,1938-08-02,11200
USGS,9380000,1938-08-03,11000
USGS,9380000,1938-08-04,10300
USGS,9380000,1938-08-05,9470
USGS,9380000,1938-08-06,8700
USGS,9380000,1938-08-07,8520
USGS,9380000,1938-08-08,9080
USGS,9380000,1938-08-09,7980
USGS,9380000,1938-08-10,8330
USGS,9380000,1938-08-11,8160
USGS,9380000,1938-08-12,7980
USGS,9380000,1938-08-13,12100
USGS,9380000,1938-08-14,10700
USGS,9380000,1938-08-15,9080
USGS,9380000,1938-08-16,9470
USGS,9380000,1938-08-17,10700
USGS,9380000,1938-08-18,11000
USGS,9380000,1938-08-19,9470
USGS,9380000,1938-08-20,8330
USGS,9380000,1938-08-21,7640
USGS,9380000,1938-08-22,6840
USGS,9380000,1938-08-23,6220
USGS,9380000,1938-08-24,5780
USGS,9380000,1938-08-25,5500
USGS,9380000,1938-08-26,5100
USGS,9380000,1938-08-27,4840
USGS,9380000,1938-08-28,4720
USGS,9380000,1938-08-29,4600
USGS,9380000,1938-08-30,4360
USGS,9380000,1938-08-31,4720
USGS,9380000,1938-09-01,5100
USGS,9380000,1938-09-02,6930
USGS,9380000,1938-09-03,11300
USGS,9380000,1938-09-04,16200
USGS,9380000,1938-09-05,19200
USGS,9380000,1938-09-06,24500
USGS,9380000,1938-09-07,22400
USGS,9380000,1938-09-08,19800
USGS,9380000,1938-09-09,20500
USGS,9380000,1938-09-10,21100
USGS,9380000,1938-09-11,22400
USGS,9380000,1938-09-12,19800
USGS,9380000,1938-09-13,19800
USGS,9380000,1938-09-14,20500
USGS,9380000,1938-09-15,23100
USGS,9380000,1938-09-16,21100
USGS,9380000,1938-09-17,17400
USGS,9380000,1938-09-18,16200
USGS,9380000,1938-09-19,15100
USGS,9380000,1938-09-20,13600
USGS,9380000,1938-09-21,12600
USGS,9380000,1938-09-22,11600
USGS,9380000,1938-09-23,11000
USGS,9380000,1938-09-24,10300
USGS,9380000,1938-09-25,9680
USGS,9380000,1938-09-26,9280
USGS,9380000,1938-09-27,8700
USGS,9380000,1938-09-28,8520
USGS,9380000,1938-09-29,8160
USGS,9380000,1938-09-30,7640
USGS,9380000,1938-10-01,7380
USGS,9380000,1938-10-02,7090
USGS,9380000,1938-10-03,7090
USGS,9380000,1938-10-04,6590
USGS,9380000,1938-10-05,6490
USGS,9380000,1938-10-06,6370
USGS,9380000,1938-10-07,6430
USGS,9380000,1938-10-08,6160
USGS,9380000,1938-10-09,6070
USGS,9380000,1938-10-10,7350
USGS,9380000,1938-10-11,11400
USGS,9380000,1938-10-12,11600
USGS,9380000,1938-10-13,11600
USGS,9380000,1938-10-14,11900
USGS,9380000,1938-10-15,10900
USGS,9380000,1938-10-16,11400
USGS,9380000,1938-10-17,11700
USGS,9380000,1938-10-18,10600
USGS,9380000,1938-10-19,10000
USGS,9380000,1938-10-20,9630
USGS,9380000,1938-10-21,9630
USGS,9380000,1938-10-22,9960
USGS,9380000,1938-10-23,10400
USGS,9380000,1938-10-24,10400
USGS,9380000,1938-10-25,9960
USGS,9380000,1938-10-26,9680
USGS,9380000,1938-10-27,9310
USGS,9380000,1938-10-28,9430
USGS,9380000,1938-10-29,9310
USGS,9380000,1938-10-30,9000
USGS,9380000,1938-10-31,8740
USGS,9380000,1938-11-01,8400
USGS,9380000,1938-11-02,8220
USGS,9380000,1938-11-03,8400
USGS,9380000,1938-11-04,8190
USGS,9380000,1938-11-05,8160
USGS,9380000,1938-11-06,8300
USGS,9380000,1938-11-07,8660
USGS,9380000,1938-11-08,9000
USGS,9380000,1938-11-09,8780
USGS,9380000,1938-11-10,8590
USGS,9380000,1938-11-11,8440
USGS,9380000,1938-11-12,8480
USGS,9380000,1938-11-13,8120
USGS,9380000,1938-11-14,8220
USGS,9380000,1938-11-15,8480
USGS,9380000,1938-11-16,8660
USGS,9380000,1938-11-17,8590
USGS,9380000,1938-11-18,8300
USGS,9380000,1938-11-19,7840
USGS,9380000,1938-11-20,7570
USGS,9380000,1938-11-21,7710
USGS,9380000,1938-11-22,7640
USGS,9380000,1938-11-23,7640
USGS,9380000,1938-11-24,7340
USGS,9380000,1938-11-25,7210
USGS,9380000,1938-11-26,7090
USGS,9380000,1938-11-27,6800
USGS,9380000,1938-11-28,6370
USGS,9380000,1938-11-29,5720
USGS,9380000,1938-11-30,5420
USGS,9380000,1938-12-01,4900
USGS,9380000,1938-12-02,4720
USGS,9380000,1938-12-03,4800
USGS,9380000,1938-12-04,5390
USGS,9380000,1938-12-05,5900
USGS,9380000,1938-12-06,6190
USGS,9380000,1938-12-07,6310
USGS,9380000,1938-12-08,6590
USGS,9380000,1938-12-09,6620
USGS,9380000,1938-12-10,6930
USGS,9380000,1938-12-11,7710
USGS,9380000,1938-12-12,7780
USGS,9380000,1938-12-13,7840
USGS,9380000,1938-12-14,7950
USGS,9380000,1938-12-15,8020
USGS,9380000,1938-12-16,7980
USGS,9380000,1938-12-17,7740
USGS,9380000,1938-12-18,7180
USGS,9380000,1938-12-19,6870
USGS,9380000,1938-12-20,6310
USGS,9380000,1938-12-21,6490
USGS,9380000,1938-12-22,6870
USGS,9380000,1938-12-23,7020
USGS,9380000,1938-12-24,6800
USGS,9380000,1938-12-25,6770
USGS,9380000,1938-12-26,6710
USGS,9380000,1938-12-27,6620
USGS,9380000,1938-12-28,6220
USGS,9380000,1938-12-29,5560
USGS,9380000,1938-12-30,4650
USGS,9380000,1938-12-31,4500
USGS,9380000,1939-01-01,4430
USGS,9380000,1939-01-02,4220
USGS,9380000,1939-01-03,3970
USGS,9380000,1939-01-04,3940
USGS,9380000,1939-01-05,4170
USGS,9380000,1939-01-06,4670
USGS,9380000,1939-01-07,5100
USGS,9380000,1939-01-08,5150
USGS,9380000,1939-01-09,5280
USGS,9380000,1939-01-10,5610
USGS,9380000,1939-01-11,6040
USGS,9380000,1939-01-12,5950
USGS,9380000,1939-01-13,5900
USGS,9380000,1939-01-14,5700
USGS,9380000,1939-01-15,5640
USGS,9380000,1939-01-16,5750
USGS,9380000,1939-01-17,5810
USGS,9380000,1939-01-18,5780
USGS,9380000,1939-01-19,5920
USGS,9380000,1939-01-20,5700
USGS,9380000,1939-01-21,5840
USGS,9380000,1939-01-22,5750
USGS,9380000,1939-01-23,5840
USGS,9380000,1939-01-24,6280
USGS,9380000,1939-01-25,6370
USGS,9380000,1939-01-26,6310
USGS,9380000,1939-01-27,6220
USGS,9380000,1939-01-28,6190
USGS,9380000,1939-01-29,6280
USGS,9380000,1939-01-30,6130
USGS,9380000,1939-01-31,5560
USGS,9380000,1939-02-01,5470
USGS,9380000,1939-02-02,5610
USGS,9380000,1939-02-03,5580
USGS,9380000,1939-02-04,5530
USGS,9380000,1939-02-05,5360
USGS,9380000,1939-02-06,5100
USGS,9380000,1939-02-07,4770
USGS,9380000,1939-02-08,4700
USGS,9380000,1939-02-09,4720
USGS,9380000,1939-02-10,4920
USGS,9380000,1939-02-11,5310
USGS,9380000,1939-02-12,5560
USGS,9380000,1939-02-13,5260
USGS,9380000,1939-02-14,4940
USGS,9380000,1939-02-15,4800
USGS,9380000,1939-02-16,4840
USGS,9380000,1939-02-17,5150
USGS,9380000,1939-02-18,5390
USGS,9380000,1939-02-19,5500
USGS,9380000,1939-02-20,5470
USGS,9380000,1939-02-21,5670
USGS,9380000,1939-02-22,5780
USGS,9380000,1939-02-23,5560
USGS,9380000,1939-02-24,5500
USGS,9380000,1939-02-25,5340
USGS,9380000,1939-02-26,5260
USGS,9380000,1939-02-27,5260
USGS,9380000,1939-02-28,5450
USGS,9380000,1939-03-01,5470
USGS,9380000,1939-03-02,5470
USGS,9380000,1939-03-03,5450
USGS,9380000,1939-03-04,5470
USGS,9380000,1939-03-05,5580
USGS,9380000,1939-03-06,5670
USGS,9380000,1939-03-07,5780
USGS,9380000,1939-03-08,5700
USGS,9380000,1939-03-09,5610
USGS,9380000,1939-03-10,5750
USGS,9380000,1939-03-11,5580
USGS,9380000,1939-03-12,6070
USGS,9380000,1939-03-13,6960
USGS,9380000,1939-03-14,8020
USGS,9380000,1939-03-15,8780
USGS,9380000,1939-03-16,9310
USGS,9380000,1939-03-17,9630
USGS,9380000,1939-03-18,10000
USGS,9380000,1939-03-19,10200
USGS,9380000,1939-03-20,10300
USGS,9380000,1939-03-21,10100
USGS,9380000,1939-03-22,16100
USGS,9380000,1939-03-23,22500
USGS,9380000,1939-03-24,26100
USGS,9380000,1939-03-25,26000
USGS,9380000,1939-03-26,27100
USGS,9380000,1939-03-27,26800
USGS,9380000,1939-03-28,26100
USGS,9380000,1939-03-29,27400
USGS,9380000,1939-03-30,27900
USGS,9380000,1939-03-31,26400
USGS,9380000,1939-04-01,23200
USGS,9380000,1939-04-02,21400
USGS,9380000,1939-04-03,19600
USGS,9380000,1939-04-04,18300
USGS,9380000,1939-04-05,18100
USGS,9380000,1939-04-06,19200
USGS,9380000,1939-04-07,22200
USGS,9380000,1939-04-08,23300
USGS,9380000,1939-04-09,23200
USGS,9380000,1939-04-10,22500
USGS,9380000,1939-04-11,21200
USGS,9380000,1939-04-12,21100
USGS,9380000,1939-04-13,21300
USGS,9380000,1939-04-14,20100
USGS,9380000,1939-04-15,18500
USGS,9380000,1939-04-16,17800
USGS,9380000,1939-04-17,17900
USGS,9380000,1939-04-18,17800
USGS,9380000,1939-04-19,16900
USGS,9380000,1939-04-20,16100
USGS,9380000,1939-04-21,15400
USGS,9380000,1939-04-22,15100
USGS,9380000,1939-04-23,15100
USGS,9380000,1939-04-24,15400
USGS,9380000,1939-04-25,15900
USGS,9380000,1939-04-26,18600
USGS,9380000,1939-04-27,21600
USGS,9380000,1939-04-28,21400
USGS,9380000,1939-04-29,21000
USGS,9380000,1939-04-30,22500
USGS,9380000,1939-05-01,22800
USGS,9380000,1939-05-02,28000
USGS,9380000,1939-05-03,33000
USGS,9380000,1939-05-04,36200
USGS,9380000,1939-05-05,39500
USGS,9380000,1939-05-06,41000
USGS,9380000,1939-05-07,42700
USGS,9380000,1939-05-08,45500
USGS,9380000,1939-05-09,48200
USGS,9380000,1939-05-10,45000
USGS,9380000,1939-05-11,41300
USGS,9380000,1939-05-12,40900
USGS,9380000,1939-05-13,41700
USGS,9380000,1939-05-14,43300
USGS,9380000,1939-05-15,43000
USGS,9380000,1939-05-16,41900
USGS,9380000,1939-05-17,39500
USGS,9380000,1939-05-18,39800
USGS,9380000,1939-05-19,40500
USGS,9380000,1939-05-20,40200
USGS,9380000,1939-05-21,39100
USGS,9380000,1939-05-22,39800
USGS,9380000,1939-05-23,44400
USGS,9380000,1939-05-24,47500
USGS,9380000,1939-05-25,47900
USGS,9380000,1939-05-26,48300
USGS,9380000,1939-05-27,46500
USGS,9380000,1939-05-28,41900
USGS,9380000,1939-05-29,38400
USGS,9380000,1939-05-30,34600
USGS,9380000,1939-05-31,33000
USGS,9380000,1939-06-01,33100
USGS,9380000,1939-06-02,35700
USGS,9380000,1939-06-03,38500
USGS,9380000,1939-06-04,41500
USGS,9380000,1939-06-05,39500
USGS,9380000,1939-06-06,38300
USGS,9380000,1939-06-07,40900
USGS,9380000,1939-06-08,42500
USGS,9380000,1939-06-09,42000
USGS,9380000,1939-06-10,39300
USGS,9380000,1939-06-11,36200
USGS,9380000,1939-06-12,33400
USGS,9380000,1939-06-13,30400
USGS,9380000,1939-06-14,28400
USGS,9380000,1939-06-15,27400
USGS,9380000,1939-06-16,26700
USGS,9380000,1939-06-17,26900
USGS,9380000,1939-06-18,27100
USGS,9380000,1939-06-19,25900
USGS,9380000,1939-06-20,24100
USGS,9380000,1939-06-21,22800
USGS,9380000,1939-06-22,20800
USGS,9380000,1939-06-23,18800
USGS,9380000,1939-06-24,16800
USGS,9380000,1939-06-25,15300
USGS,9380000,1939-06-26,13900
USGS,9380000,1939-06-27,13400
USGS,9380000,1939-06-28,13400
USGS,9380000,1939-06-29,13400
USGS,9380000,1939-06-30,13100
USGS,9380000,1939-07-01,12600
USGS,9380000,1939-07-02,11900
USGS,9380000,1939-07-03,11300
USGS,9380000,1939-07-04,10700
USGS,9380000,1939-07-05,10200
USGS,9380000,1939-07-06,9810
USGS,9380000,1939-07-07,9370
USGS,9380000,1939-07-08,8830
USGS,9380000,1939-07-09,8530
USGS,9380000,1939-07-10,8160
USGS,9380000,1939-07-11,7770
USGS,9380000,1939-07-12,7460
USGS,9380000,1939-07-13,7220
USGS,9380000,1939-07-14,6960
USGS,9380000,1939-07-15,6480
USGS,9380000,1939-07-16,6540
USGS,9380000,1939-07-17,6260
USGS,9380000,1939-07-18,5820
USGS,9380000,1939-07-19,5450
USGS,9380000,1939-07-20,5090
USGS,9380000,1939-07-21,4840
USGS,9380000,1939-07-22,4640
USGS,9380000,1939-07-23,4490
USGS,9380000,1939-07-24,4370
USGS,9380000,1939-07-25,4250
USGS,9380000,1939-07-26,3990
USGS,9380000,1939-07-27,3810
USGS,9380000,1939-07-28,3660
USGS,9380000,1939-07-29,3530
USGS,9380000,1939-07-30,3460
USGS,9380000,1939-07-31,3380
USGS,9380000,1939-08-01,3420
USGS,9380000,1939-08-02,3190
USGS,9380000,1939-08-03,3110
USGS,9380000,1939-08-04,3050
USGS,9380000,1939-08-05,3380
USGS,9380000,1939-08-06,4130
USGS,9380000,1939-08-07,4510
USGS,9380000,1939-08-08,4540
USGS,9380000,1939-08-09,4590
USGS,9380000,1939-08-10,4350
USGS,9380000,1939-08-11,4270
USGS,9380000,1939-08-12,5090
USGS,9380000,1939-08-13,4710
USGS,9380000,1939-08-14,4910
USGS,9380000,1939-08-15,5070
USGS,9380000,1939-08-16,4660
USGS,9380000,1939-08-17,4350
USGS,9380000,1939-08-18,4040
USGS,9380000,1939-08-19,3640
USGS,9380000,1939-08-20,3310
USGS,9380000,1939-08-21,3090
USGS,9380000,1939-08-22,2940
USGS,9380000,1939-08-23,2760
USGS,9380000,1939-08-24,2650
USGS,9380000,1939-08-25,2510
USGS,9380000,1939-08-26,2440
USGS,9380000,1939-08-27,2400
USGS,9380000,1939-08-28,2370
USGS,9380000,1939-08-29,2370
USGS,9380000,1939-08-30,2440
USGS,9380000,1939-08-31,2690
USGS,9380000,1939-09-01,3480
USGS,9380000,1939-09-02,3550
USGS,9380000,1939-09-03,3500
USGS,9380000,1939-09-04,3950
USGS,9380000,1939-09-05,5110
USGS,9380000,1939-09-06,6600
USGS,9380000,1939-09-07,7750
USGS,9380000,1939-09-08,11600
USGS,9380000,1939-09-09,11200
USGS,9380000,1939-09-10,11100
USGS,9380000,1939-09-11,10000
USGS,9380000,1939-09-12,10900
USGS,9380000,1939-09-13,22200
USGS,9380000,1939-09-14,19600
USGS,9380000,1939-09-15,14800
USGS,9380000,1939-09-16,15300
USGS,9380000,1939-09-17,12900
USGS,9380000,1939-09-18,11400
USGS,9380000,1939-09-19,10600
USGS,9380000,1939-09-20,10100
USGS,9380000,1939-09-21,9180
USGS,9380000,1939-09-22,8020
USGS,9380000,1939-09-23,7490
USGS,9380000,1939-09-24,6700
USGS,9380000,1939-09-25,6320
USGS,9380000,1939-09-26,5930
USGS,9380000,1939-09-27,6110
USGS,9380000,1939-09-28,7770
USGS,9380000,1939-09-29,7320
USGS,9380000,1939-09-30,5560
USGS,9380000,1939-10-01,5310
USGS,9380000,1939-10-02,5500
USGS,9380000,1939-10-03,5310
USGS,9380000,1939-10-04,5360
USGS,9380000,1939-10-05,5340
USGS,9380000,1939-10-06,5390
USGS,9380000,1939-10-07,5340
USGS,9380000,1939-10-08,5230
USGS,9380000,1939-10-09,5230
USGS,9380000,1939-10-10,5230
USGS,9380000,1939-10-11,5360
USGS,9380000,1939-10-12,5610
USGS,9380000,1939-10-13,5960
USGS,9380000,1939-10-14,6140
USGS,9380000,1939-10-15,5870
USGS,9380000,1939-10-16,6050
USGS,9380000,1939-10-17,6110
USGS,9380000,1939-10-18,5730
USGS,9380000,1939-10-19,5560
USGS,9380000,1939-10-20,5450
USGS,9380000,1939-10-21,5310
USGS,9380000,1939-10-22,5150
USGS,9380000,1939-10-23,4960
USGS,9380000,1939-10-24,4860
USGS,9380000,1939-10-25,4780
USGS,9380000,1939-10-26,4660
USGS,9380000,1939-10-27,4540
USGS,9380000,1939-10-28,4470
USGS,9380000,1939-10-29,4440
USGS,9380000,1939-10-30,4320
USGS,9380000,1939-10-31,4440
USGS,9380000,1939-11-01,4950
USGS,9380000,1939-11-02,4980
USGS,9380000,1939-11-03,4900
USGS,9380000,1939-11-04,4980
USGS,9380000,1939-11-05,4900
USGS,9380000,1939-11-06,4900
USGS,9380000,1939-11-07,4870
USGS,9380000,1939-11-08,4980
USGS,9380000,1939-11-09,5060
USGS,9380000,1939-11-10,5220
USGS,9380000,1939-11-11,5470
USGS,9380000,1939-11-12,5610
USGS,9380000,1939-11-13,5720
USGS,9380000,1939-11-14,5960
USGS,9380000,1939-11-15,5700
USGS,9380000,1939-11-16,5550
USGS,9380000,1939-11-17,5410
USGS,9380000,1939-11-18,5270
USGS,9380000,1939-11-19,5250
USGS,9380000,1939-11-20,5250
USGS,9380000,1939-11-21,5330
USGS,9380000,1939-11-22,5360
USGS,9380000,1939-11-23,5330
USGS,9380000,1939-11-24,5060
USGS,9380000,1939-11-25,4950
USGS,9380000,1939-11-26,4850
USGS,9380000,1939-11-27,4720
USGS,9380000,1939-11-28,4740
USGS,9380000,1939-11-29,4820
USGS,9380000,1939-11-30,4900
USGS,9380000,1939-12-01,5000
USGS,9380000,1939-12-02,4950
USGS,9380000,1939-12-03,4870
USGS,9380000,1939-12-04,4950
USGS,9380000,1939-12-05,5030
USGS,9380000,1939-12-06,4870
USGS,9380000,1939-12-07,4850
USGS,9380000,1939-12-08,4770
USGS,9380000,1939-12-09,4720
USGS,9380000,1939-12-10,4600
USGS,9380000,1939-12-11,4640
USGS,9380000,1939-12-12,4740
USGS,9380000,1939-12-13,4740
USGS,9380000,1939-12-14,4770
USGS,9380000,1939-12-15,4770
USGS,9380000,1939-12-16,4820
USGS,9380000,1939-12-17,4850
USGS,9380000,1939-12-18,4770
USGS,9380000,1939-12-19,4700
USGS,9380000,1939-12-20,4640
USGS,9380000,1939-12-21,4520
USGS,9380000,1939-12-22,4470
USGS,9380000,1939-12-23,4380
USGS,9380000,1939-12-24,4450
USGS,9380000,1939-12-25,4400
USGS,9380000,1939-12-26,4160
USGS,9380000,1939-12-27,3770
USGS,9380000,1939-12-28,3680
USGS,9380000,1939-12-29,3860
USGS,9380000,1939-12-30,3900
USGS,9380000,1939-12-31,3480
USGS,9380000,1940-01-01,3100
USGS,9380000,1940-01-02,2950
USGS,9380000,1940-01-03,3050
USGS,9380000,1940-01-04,3180
USGS,9380000,1940-01-05,3300
USGS,9380000,1940-01-06,3590
USGS,9380000,1940-01-07,4570
USGS,9380000,1940-01-08,4930
USGS,9380000,1940-01-09,4980
USGS,9380000,1940-01-10,5110
USGS,9380000,1940-01-11,5270
USGS,9380000,1940-01-12,5250
USGS,9380000,1940-01-13,5440
USGS,9380000,1940-01-14,6600
USGS,9380000,1940-01-15,6120
USGS,9380000,1940-01-16,5550
USGS,9380000,1940-01-17,5440
USGS,9380000,1940-01-18,5160
USGS,9380000,1940-01-19,4600
USGS,9380000,1940-01-20,4090
USGS,9380000,1940-01-21,3680
USGS,9380000,1940-01-22,3050
USGS,9380000,1940-01-23,2450
USGS,9380000,1940-01-24,2320
USGS,9380000,1940-01-25,2790
USGS,9380000,1940-01-26,3070
USGS,9380000,1940-01-27,3120
USGS,9380000,1940-01-28,3460
USGS,9380000,1940-01-29,3970
USGS,9380000,1940-01-30,4230
USGS,9380000,1940-01-31,4210
USGS,9380000,1940-02-01,4500
USGS,9380000,1940-02-02,4770
USGS,9380000,1940-02-03,5060
USGS,9380000,1940-02-04,6210
USGS,9380000,1940-02-05,6470
USGS,9380000,1940-02-06,6700
USGS,9380000,1940-02-07,6470
USGS,9380000,1940-02-08,6060
USGS,9380000,1940-02-09,5810
USGS,9380000,1940-02-10,5550
USGS,9380000,1940-02-11,5250
USGS,9380000,1940-02-12,5160
USGS,9380000,1940-02-13,5060
USGS,9380000,1940-02-14,4980
USGS,9380000,1940-02-15,4850
USGS,9380000,1940-02-16,4900
USGS,9380000,1940-02-17,4900
USGS,9380000,1940-02-18,4850
USGS,9380000,1940-02-19,4770
USGS,9380000,1940-02-20,4740
USGS,9380000,1940-02-21,4720
USGS,9380000,1940-02-22,4740
USGS,9380000,1940-02-23,4600
USGS,9380000,1940-02-24,4400
USGS,9380000,1940-02-25,4380
USGS,9380000,1940-02-26,4500
USGS,9380000,1940-02-27,4670
USGS,9380000,1940-02-28,4670
USGS,9380000,1940-02-29,4980
USGS,9380000,1940-03-01,6660
USGS,9380000,1940-03-02,7740
USGS,9380000,1940-03-03,7740
USGS,9380000,1940-03-04,7200
USGS,9380000,1940-03-05,6800
USGS,9380000,1940-03-06,6280
USGS,9380000,1940-03-07,7030
USGS,9380000,1940-03-08,8400
USGS,9380000,1940-03-09,7920
USGS,9380000,1940-03-10,8330
USGS,9380000,1940-03-11,8100
USGS,9380000,1940-03-12,7660
USGS,9380000,1940-03-13,7590
USGS,9380000,1940-03-14,7240
USGS,9380000,1940-03-15,7140
USGS,9380000,1940-03-16,6630
USGS,9380000,1940-03-17,6340
USGS,9380000,1940-03-18,6210
USGS,9380000,1940-03-19,6120
USGS,9380000,1940-03-20,5840
USGS,9380000,1940-03-21,5810
USGS,9380000,1940-03-22,5990
USGS,9380000,1940-03-23,5960
USGS,9380000,1940-03-24,6020
USGS,9380000,1940-03-25,6120
USGS,9380000,1940-03-26,6240
USGS,9380000,1940-03-27,6470
USGS,9380000,1940-03-28,7340
USGS,9380000,1940-03-29,7700
USGS,9380000,1940-03-30,8360
USGS,9380000,1940-03-31,8440
USGS,9380000,1940-04-01,9220
USGS,9380000,1940-04-02,9580
USGS,9380000,1940-04-03,9420
USGS,9380000,1940-04-04,8980
USGS,9380000,1940-04-05,8790
USGS,9380000,1940-04-06,9220
USGS,9380000,1940-04-07,9500
USGS,9380000,1940-04-08,8820
USGS,9380000,1940-04-09,8290
USGS,9380000,1940-04-10,8140
USGS,9380000,1940-04-11,8290
USGS,9380000,1940-04-12,8630
USGS,9380000,1940-04-13,8480
USGS,9380000,1940-04-14,8060
USGS,9380000,1940-04-15,7880
USGS,9380000,1940-04-16,7990
USGS,9380000,1940-04-17,8290
USGS,9380000,1940-04-18,8630
USGS,9380000,1940-04-19,9220
USGS,9380000,1940-04-20,9750
USGS,9380000,1940-04-21,10500
USGS,9380000,1940-04-22,10300
USGS,9380000,1940-04-23,10300
USGS,9380000,1940-04-24,13400
USGS,9380000,1940-04-25,18500
USGS,9380000,1940-04-26,19200
USGS,9380000,1940-04-27,20000
USGS,9380000,1940-04-28,21100
USGS,9380000,1940-04-29,22000
USGS,9380000,1940-04-30,22600
USGS,9380000,1940-05-01,22700
USGS,9380000,1940-05-02,23500
USGS,9380000,1940-05-03,22200
USGS,9380000,1940-05-04,20800
USGS,9380000,1940-05-05,19300
USGS,9380000,1940-05-06,18200
USGS,9380000,1940-05-07,20200
USGS,9380000,1940-05-08,25000
USGS,9380000,1940-05-09,26300
USGS,9380000,1940-05-10,28900
USGS,9380000,1940-05-11,31500
USGS,9380000,1940-05-12,32500
USGS,9380000,1940-05-13,35300
USGS,9380000,1940-05-14,38400
USGS,9380000,1940-05-15,41400
USGS,9380000,1940-05-16,44200
USGS,9380000,1940-05-17,45200
USGS,9380000,1940-05-18,45700
USGS,9380000,1940-05-19,44900
USGS,9380000,1940-05-20,45300
USGS,9380000,1940-05-21,43200
USGS,9380000,1940-05-22,40100
USGS,9380000,1940-05-23,37900
USGS,9380000,1940-05-24,35400
USGS,9380000,1940-05-25,34300
USGS,9380000,1940-05-26,33100
USGS,9380000,1940-05-27,32200
USGS,9380000,1940-05-28,32500
USGS,9380000,1940-05-29,32500
USGS,9380000,1940-05-30,32900
USGS,9380000,1940-05-31,33900
USGS,9380000,1940-06-01,34700
USGS,9380000,1940-06-02,36200
USGS,9380000,1940-06-03,38500
USGS,9380000,1940-06-04,40500
USGS,9380000,1940-06-05,41100
USGS,9380000,1940-06-06,40600
USGS,9380000,1940-06-07,38500
USGS,9380000,1940-06-08,35300
USGS,9380000,1940-06-09,33700
USGS,9380000,1940-06-10,32100
USGS,9380000,1940-06-11,29300
USGS,9380000,1940-06-12,26600
USGS,9380000,1940-06-13,24300
USGS,9380000,1940-06-14,21900
USGS,9380000,1940-06-15,20800
USGS,9380000,1940-06-16,20100
USGS,9380000,1940-06-17,20100
USGS,9380000,1940-06-18,20200
USGS,9380000,1940-06-19,20400
USGS,9380000,1940-06-20,19100
USGS,9380000,1940-06-21,18600
USGS,9380000,1940-06-22,18300
USGS,9380000,1940-06-23,17300
USGS,9380000,1940-06-24,16600
USGS,9380000,1940-06-25,15800
USGS,9380000,1940-06-26,15300
USGS,9380000,1940-06-27,14700
USGS,9380000,1940-06-28,13900
USGS,9380000,1940-06-29,13200
USGS,9380000,1940-06-30,12300
USGS,9380000,1940-07-01,11400
USGS,9380000,1940-07-02,11600
USGS,9380000,1940-07-03,11000
USGS,9380000,1940-07-04,10100
USGS,9380000,1940-07-05,9340
USGS,9380000,1940-07-06,8980
USGS,9380000,1940-07-07,8330
USGS,9380000,1940-07-08,7740
USGS,9380000,1940-07-09,7480
USGS,9380000,1940-07-10,7280
USGS,9380000,1940-07-11,6830
USGS,9380000,1940-07-12,6240
USGS,9380000,1940-07-13,5900
USGS,9380000,1940-07-14,5700
USGS,9380000,1940-07-15,5360
USGS,9380000,1940-07-16,5110
USGS,9380000,1940-07-17,4850
USGS,9380000,1940-07-18,4570
USGS,9380000,1940-07-19,4350
USGS,9380000,1940-07-20,4600
USGS,9380000,1940-07-21,5000
USGS,9380000,1940-07-22,5810
USGS,9380000,1940-07-23,4670
USGS,9380000,1940-07-24,4140
USGS,9380000,1940-07-25,4110
USGS,9380000,1940-07-26,4380
USGS,9380000,1940-07-27,4420
USGS,9380000,1940-07-28,4060
USGS,9380000,1940-07-29,3740
USGS,9380000,1940-07-30,4700
USGS,9380000,1940-07-31,5700
USGS,9380000,1940-08-01,4640
USGS,9380000,1940-08-02,3700
USGS,9380000,1940-08-03,3300
USGS,9380000,1940-08-04,3000
USGS,9380000,1940-08-05,2700
USGS,9380000,1940-08-06,2500
USGS,9380000,1940-08-07,2400
USGS,9380000,1940-08-08,2290
USGS,9380000,1940-08-09,2220
USGS,9380000,1940-08-10,2080
USGS,9380000,1940-08-11,2020
USGS,9380000,1940-08-12,1950
USGS,9380000,1940-08-13,2040
USGS,9380000,1940-08-14,2070
USGS,9380000,1940-08-15,2150
USGS,9380000,1940-08-16,1920
USGS,9380000,1940-08-17,1830
USGS,9380000,1940-08-18,1790
USGS,9380000,1940-08-19,2040
USGS,9380000,1940-08-20,1780
USGS,9380000,1940-08-21,1700
USGS,9380000,1940-08-22,1840
USGS,9380000,1940-08-23,1830
USGS,9380000,1940-08-24,2080
USGS,9380000,1940-08-25,2670
USGS,9380000,1940-08-26,3420
USGS,9380000,1940-08-27,7280
USGS,9380000,1940-08-28,6530
USGS,9380000,1940-08-29,4870
